"date","chomage","Libellé","idBank","Dernière mise à jour"
2004.25,7.5,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2004.5,7.5,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2004.75,7.7,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2005,7.4,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2005.25,7.6,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2005.5,7.7,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2005.75,7.8,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2006,7.9,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2006.25,7.7,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2006.5,7.6,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2006.75,7.2,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2007,7.1,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2007.25,6.8,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2007.5,6.7,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2007.75,6.3,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2008,5.9,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2008.25,6.2,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2008.5,6.3,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2008.75,6.7,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2009,7.5,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2009.25,8.1,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2009.5,8,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2009.75,8.5,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2010,8.4,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2010.25,8.3,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2010.5,8.3,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2010.75,8.2,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2011,8.1,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2011.25,8.1,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2011.5,8.3,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2011.75,8.4,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2012,8.5,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2012.25,8.8,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2012.5,9,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2012.75,9.3,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2013,9.5,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2013.25,9.6,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2013.5,9.5,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2013.75,9.4,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2014,9.4,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2014.25,9.5,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2014.5,9.6,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2014.75,9.8,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2015,9.6,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2015.25,9.8,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2015.5,9.7,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2015.75,9.6,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2016,9.7,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2016.25,9.6,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2016.5,9.4,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2016.75,9.5,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2017,9.1,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2017.25,9,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2017.5,8.9,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2017.75,8.4,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2018,8.7,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2018.25,8.5,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2018.5,8.5,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2018.75,8.3,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2019,8.3,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2019.25,8.1,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2019.5,8.1,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2019.75,7.8,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2020,7.4,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2020.25,6.9,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2020.5,8.2,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2020.75,7.2,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2021,7.3,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2021.25,7.2,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2021.5,7.2,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2021.75,6.7,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2022,6.7,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2022.25,6.9,"Centre-Val de Loire","001515847","13/01/2023 12:00"
2022.5,6.9,"Centre-Val de Loire","001515847","13/01/2023 12:00"
1982,7.3,"Pays de la Loire","001515854","13/01/2023 12:00"
1982.25,7.4,"Pays de la Loire","001515854","13/01/2023 12:00"
1982.5,7.6,"Pays de la Loire","001515854","13/01/2023 12:00"
1982.75,7.7,"Pays de la Loire","001515854","13/01/2023 12:00"
1983,7.7,"Pays de la Loire","001515854","13/01/2023 12:00"
1983.25,7.8,"Pays de la Loire","001515854","13/01/2023 12:00"
1983.5,7.9,"Pays de la Loire","001515854","13/01/2023 12:00"
1983.75,8.3,"Pays de la Loire","001515854","13/01/2023 12:00"
1984,8.8,"Pays de la Loire","001515854","13/01/2023 12:00"
1984.25,9.2,"Pays de la Loire","001515854","13/01/2023 12:00"
1984.5,9.5,"Pays de la Loire","001515854","13/01/2023 12:00"
1984.75,9.8,"Pays de la Loire","001515854","13/01/2023 12:00"
1985,10,"Pays de la Loire","001515854","13/01/2023 12:00"
1985.25,10,"Pays de la Loire","001515854","13/01/2023 12:00"
1985.5,10,"Pays de la Loire","001515854","13/01/2023 12:00"
1985.75,9.9,"Pays de la Loire","001515854","13/01/2023 12:00"
1986,9.8,"Pays de la Loire","001515854","13/01/2023 12:00"
1986.25,10,"Pays de la Loire","001515854","13/01/2023 12:00"
1986.5,10.1,"Pays de la Loire","001515854","13/01/2023 12:00"
1986.75,10.1,"Pays de la Loire","001515854","13/01/2023 12:00"
1987,10.1,"Pays de la Loire","001515854","13/01/2023 12:00"
1987.25,10,"Pays de la Loire","001515854","13/01/2023 12:00"
1987.5,9.9,"Pays de la Loire","001515854","13/01/2023 12:00"
1987.75,9.8,"Pays de la Loire","001515854","13/01/2023 12:00"
1988,9.7,"Pays de la Loire","001515854","13/01/2023 12:00"
1988.25,9.5,"Pays de la Loire","001515854","13/01/2023 12:00"
1988.5,9.4,"Pays de la Loire","001515854","13/01/2023 12:00"
1988.75,9,"Pays de la Loire","001515854","13/01/2023 12:00"
1989,8.8,"Pays de la Loire","001515854","13/01/2023 12:00"
1989.25,8.6,"Pays de la Loire","001515854","13/01/2023 12:00"
1989.5,8.4,"Pays de la Loire","001515854","13/01/2023 12:00"
1989.75,8.4,"Pays de la Loire","001515854","13/01/2023 12:00"
1990,8.1,"Pays de la Loire","001515854","13/01/2023 12:00"
1990.25,8,"Pays de la Loire","001515854","13/01/2023 12:00"
1990.5,7.9,"Pays de la Loire","001515854","13/01/2023 12:00"
1990.75,7.7,"Pays de la Loire","001515854","13/01/2023 12:00"
1991,7.7,"Pays de la Loire","001515854","13/01/2023 12:00"
1991.25,7.9,"Pays de la Loire","001515854","13/01/2023 12:00"
1991.5,8.1,"Pays de la Loire","001515854","13/01/2023 12:00"
1991.75,8.3,"Pays de la Loire","001515854","13/01/2023 12:00"
1992,8.6,"Pays de la Loire","001515854","13/01/2023 12:00"
1992.25,8.8,"Pays de la Loire","001515854","13/01/2023 12:00"
1992.5,8.8,"Pays de la Loire","001515854","13/01/2023 12:00"
1992.75,9,"Pays de la Loire","001515854","13/01/2023 12:00"
1993,9.1,"Pays de la Loire","001515854","13/01/2023 12:00"
1993.25,9.4,"Pays de la Loire","001515854","13/01/2023 12:00"
1993.5,9.6,"Pays de la Loire","001515854","13/01/2023 12:00"
1993.75,9.9,"Pays de la Loire","001515854","13/01/2023 12:00"
1994,10.1,"Pays de la Loire","001515854","13/01/2023 12:00"
1994.25,10.1,"Pays de la Loire","001515854","13/01/2023 12:00"
1994.5,9.9,"Pays de la Loire","001515854","13/01/2023 12:00"
1994.75,9.7,"Pays de la Loire","001515854","13/01/2023 12:00"
1995,9.4,"Pays de la Loire","001515854","13/01/2023 12:00"
1995.25,9.1,"Pays de la Loire","001515854","13/01/2023 12:00"
1995.5,8.9,"Pays de la Loire","001515854","13/01/2023 12:00"
1995.75,9,"Pays de la Loire","001515854","13/01/2023 12:00"
1996,9.3,"Pays de la Loire","001515854","13/01/2023 12:00"
1996.25,9.5,"Pays de la Loire","001515854","13/01/2023 12:00"
1996.5,9.5,"Pays de la Loire","001515854","13/01/2023 12:00"
1996.75,9.5,"Pays de la Loire","001515854","13/01/2023 12:00"
1997,9.5,"Pays de la Loire","001515854","13/01/2023 12:00"
1997.25,9.5,"Pays de la Loire","001515854","13/01/2023 12:00"
1997.5,9.4,"Pays de la Loire","001515854","13/01/2023 12:00"
1997.75,9.2,"Pays de la Loire","001515854","13/01/2023 12:00"
1998,8.9,"Pays de la Loire","001515854","13/01/2023 12:00"
1998.25,8.8,"Pays de la Loire","001515854","13/01/2023 12:00"
1998.5,8.7,"Pays de la Loire","001515854","13/01/2023 12:00"
1998.75,8.7,"Pays de la Loire","001515854","13/01/2023 12:00"
1999,8.7,"Pays de la Loire","001515854","13/01/2023 12:00"
1999.25,8.5,"Pays de la Loire","001515854","13/01/2023 12:00"
1999.5,8.1,"Pays de la Loire","001515854","13/01/2023 12:00"
1999.75,7.7,"Pays de la Loire","001515854","13/01/2023 12:00"
2000,7.3,"Pays de la Loire","001515854","13/01/2023 12:00"
2000.25,7,"Pays de la Loire","001515854","13/01/2023 12:00"
2000.5,6.7,"Pays de la Loire","001515854","13/01/2023 12:00"
2000.75,6.4,"Pays de la Loire","001515854","13/01/2023 12:00"
2001,6.2,"Pays de la Loire","001515854","13/01/2023 12:00"
2001.25,6.3,"Pays de la Loire","001515854","13/01/2023 12:00"
2001.5,6.4,"Pays de la Loire","001515854","13/01/2023 12:00"
2001.75,6.5,"Pays de la Loire","001515854","13/01/2023 12:00"
2002,6.4,"Pays de la Loire","001515854","13/01/2023 12:00"
2002.25,6.4,"Pays de la Loire","001515854","13/01/2023 12:00"
2002.5,6.4,"Pays de la Loire","001515854","13/01/2023 12:00"
2002.75,6.5,"Pays de la Loire","001515854","13/01/2023 12:00"
2003,6.8,"Pays de la Loire","001515854","13/01/2023 12:00"
2003.25,6.9,"Pays de la Loire","001515854","13/01/2023 12:00"
2003.5,6.8,"Pays de la Loire","001515854","13/01/2023 12:00"
2003.75,7.1,"Pays de la Loire","001515854","13/01/2023 12:00"
2004,7.3,"Pays de la Loire","001515854","13/01/2023 12:00"
2004.25,7.1,"Pays de la Loire","001515854","13/01/2023 12:00"
2004.5,7.2,"Pays de la Loire","001515854","13/01/2023 12:00"
2004.75,7.2,"Pays de la Loire","001515854","13/01/2023 12:00"
2005,7,"Pays de la Loire","001515854","13/01/2023 12:00"
2005.25,7.2,"Pays de la Loire","001515854","13/01/2023 12:00"
2005.5,7.3,"Pays de la Loire","001515854","13/01/2023 12:00"
2005.75,7.4,"Pays de la Loire","001515854","13/01/2023 12:00"
2006,7.5,"Pays de la Loire","001515854","13/01/2023 12:00"
2006.25,7.4,"Pays de la Loire","001515854","13/01/2023 12:00"
2006.5,7.4,"Pays de la Loire","001515854","13/01/2023 12:00"
2006.75,7,"Pays de la Loire","001515854","13/01/2023 12:00"
2007,7,"Pays de la Loire","001515854","13/01/2023 12:00"
2007.25,6.6,"Pays de la Loire","001515854","13/01/2023 12:00"
2007.5,6.4,"Pays de la Loire","001515854","13/01/2023 12:00"
2007.75,6,"Pays de la Loire","001515854","13/01/2023 12:00"
2008,5.7,"Pays de la Loire","001515854","13/01/2023 12:00"
2008.25,5.8,"Pays de la Loire","001515854","13/01/2023 12:00"
2008.5,5.9,"Pays de la Loire","001515854","13/01/2023 12:00"
2008.75,6.4,"Pays de la Loire","001515854","13/01/2023 12:00"
2009,7.4,"Pays de la Loire","001515854","13/01/2023 12:00"
2009.25,8,"Pays de la Loire","001515854","13/01/2023 12:00"
2009.5,8,"Pays de la Loire","001515854","13/01/2023 12:00"
2009.75,8.2,"Pays de la Loire","001515854","13/01/2023 12:00"
2010,8.1,"Pays de la Loire","001515854","13/01/2023 12:00"
2010.25,8,"Pays de la Loire","001515854","13/01/2023 12:00"
2010.5,7.8,"Pays de la Loire","001515854","13/01/2023 12:00"
2010.75,7.7,"Pays de la Loire","001515854","13/01/2023 12:00"
2011,7.6,"Pays de la Loire","001515854","13/01/2023 12:00"
2011.25,7.4,"Pays de la Loire","001515854","13/01/2023 12:00"
2011.5,7.5,"Pays de la Loire","001515854","13/01/2023 12:00"
2011.75,7.7,"Pays de la Loire","001515854","13/01/2023 12:00"
2012,7.8,"Pays de la Loire","001515854","13/01/2023 12:00"
2012.25,8,"Pays de la Loire","001515854","13/01/2023 12:00"
2012.5,8.2,"Pays de la Loire","001515854","13/01/2023 12:00"
2012.75,8.5,"Pays de la Loire","001515854","13/01/2023 12:00"
2013,8.6,"Pays de la Loire","001515854","13/01/2023 12:00"
2013.25,8.9,"Pays de la Loire","001515854","13/01/2023 12:00"
2013.5,8.7,"Pays de la Loire","001515854","13/01/2023 12:00"
2013.75,8.6,"Pays de la Loire","001515854","13/01/2023 12:00"
2014,8.6,"Pays de la Loire","001515854","13/01/2023 12:00"
2014.25,8.7,"Pays de la Loire","001515854","13/01/2023 12:00"
2014.5,8.8,"Pays de la Loire","001515854","13/01/2023 12:00"
2014.75,9,"Pays de la Loire","001515854","13/01/2023 12:00"
2015,8.9,"Pays de la Loire","001515854","13/01/2023 12:00"
2015.25,9.1,"Pays de la Loire","001515854","13/01/2023 12:00"
2015.5,9,"Pays de la Loire","001515854","13/01/2023 12:00"
2015.75,8.8,"Pays de la Loire","001515854","13/01/2023 12:00"
2016,8.8,"Pays de la Loire","001515854","13/01/2023 12:00"
2016.25,8.5,"Pays de la Loire","001515854","13/01/2023 12:00"
2016.5,8.4,"Pays de la Loire","001515854","13/01/2023 12:00"
2016.75,8.4,"Pays de la Loire","001515854","13/01/2023 12:00"
2017,8,"Pays de la Loire","001515854","13/01/2023 12:00"
2017.25,7.9,"Pays de la Loire","001515854","13/01/2023 12:00"
2017.5,7.9,"Pays de la Loire","001515854","13/01/2023 12:00"
2017.75,7.4,"Pays de la Loire","001515854","13/01/2023 12:00"
2018,7.6,"Pays de la Loire","001515854","13/01/2023 12:00"
2018.25,7.4,"Pays de la Loire","001515854","13/01/2023 12:00"
2018.5,7.4,"Pays de la Loire","001515854","13/01/2023 12:00"
2018.75,7.2,"Pays de la Loire","001515854","13/01/2023 12:00"
2019,7.2,"Pays de la Loire","001515854","13/01/2023 12:00"
2019.25,7,"Pays de la Loire","001515854","13/01/2023 12:00"
2019.5,7,"Pays de la Loire","001515854","13/01/2023 12:00"
2019.75,6.9,"Pays de la Loire","001515854","13/01/2023 12:00"
2020,6.8,"Pays de la Loire","001515854","13/01/2023 12:00"
2020.25,6.6,"Pays de la Loire","001515854","13/01/2023 12:00"
2020.5,7.9,"Pays de la Loire","001515854","13/01/2023 12:00"
2020.75,6.8,"Pays de la Loire","001515854","13/01/2023 12:00"
2021,6.9,"Pays de la Loire","001515854","13/01/2023 12:00"
2021.25,6.6,"Pays de la Loire","001515854","13/01/2023 12:00"
2021.5,6.6,"Pays de la Loire","001515854","13/01/2023 12:00"
2021.75,6,"Pays de la Loire","001515854","13/01/2023 12:00"
2022,5.9,"Pays de la Loire","001515854","13/01/2023 12:00"
2022.25,6,"Pays de la Loire","001515854","13/01/2023 12:00"
2022.5,6.1,"Pays de la Loire","001515854","13/01/2023 12:00"
1982,6.9,"Bretagne","001515855","13/01/2023 12:00"
1982.25,7.1,"Bretagne","001515855","13/01/2023 12:00"
1982.5,7.3,"Bretagne","001515855","13/01/2023 12:00"
1982.75,7.5,"Bretagne","001515855","13/01/2023 12:00"
1983,7.4,"Bretagne","001515855","13/01/2023 12:00"
1983.25,7.5,"Bretagne","001515855","13/01/2023 12:00"
1983.5,7.7,"Bretagne","001515855","13/01/2023 12:00"
1983.75,8,"Bretagne","001515855","13/01/2023 12:00"
1984,8.5,"Bretagne","001515855","13/01/2023 12:00"
1984.25,8.9,"Bretagne","001515855","13/01/2023 12:00"
1984.5,9.2,"Bretagne","001515855","13/01/2023 12:00"
1984.75,9.5,"Bretagne","001515855","13/01/2023 12:00"
1985,9.7,"Bretagne","001515855","13/01/2023 12:00"
1985.25,9.5,"Bretagne","001515855","13/01/2023 12:00"
1985.5,9.5,"Bretagne","001515855","13/01/2023 12:00"
1985.75,9.4,"Bretagne","001515855","13/01/2023 12:00"
1986,9.3,"Bretagne","001515855","13/01/2023 12:00"
1986.25,9.4,"Bretagne","001515855","13/01/2023 12:00"
1986.5,9.5,"Bretagne","001515855","13/01/2023 12:00"
1986.75,9.5,"Bretagne","001515855","13/01/2023 12:00"
1987,9.5,"Bretagne","001515855","13/01/2023 12:00"
1987.25,9.4,"Bretagne","001515855","13/01/2023 12:00"
1987.5,9.2,"Bretagne","001515855","13/01/2023 12:00"
1987.75,9.1,"Bretagne","001515855","13/01/2023 12:00"
1988,8.9,"Bretagne","001515855","13/01/2023 12:00"
1988.25,8.7,"Bretagne","001515855","13/01/2023 12:00"
1988.5,8.7,"Bretagne","001515855","13/01/2023 12:00"
1988.75,8.5,"Bretagne","001515855","13/01/2023 12:00"
1989,8.4,"Bretagne","001515855","13/01/2023 12:00"
1989.25,8.2,"Bretagne","001515855","13/01/2023 12:00"
1989.5,8.1,"Bretagne","001515855","13/01/2023 12:00"
1989.75,8,"Bretagne","001515855","13/01/2023 12:00"
1990,7.8,"Bretagne","001515855","13/01/2023 12:00"
1990.25,7.8,"Bretagne","001515855","13/01/2023 12:00"
1990.5,7.7,"Bretagne","001515855","13/01/2023 12:00"
1990.75,7.6,"Bretagne","001515855","13/01/2023 12:00"
1991,7.5,"Bretagne","001515855","13/01/2023 12:00"
1991.25,7.6,"Bretagne","001515855","13/01/2023 12:00"
1991.5,7.7,"Bretagne","001515855","13/01/2023 12:00"
1991.75,7.8,"Bretagne","001515855","13/01/2023 12:00"
1992,7.9,"Bretagne","001515855","13/01/2023 12:00"
1992.25,8,"Bretagne","001515855","13/01/2023 12:00"
1992.5,8.1,"Bretagne","001515855","13/01/2023 12:00"
1992.75,8.2,"Bretagne","001515855","13/01/2023 12:00"
1993,8.2,"Bretagne","001515855","13/01/2023 12:00"
1993.25,8.4,"Bretagne","001515855","13/01/2023 12:00"
1993.5,8.5,"Bretagne","001515855","13/01/2023 12:00"
1993.75,8.7,"Bretagne","001515855","13/01/2023 12:00"
1994,8.9,"Bretagne","001515855","13/01/2023 12:00"
1994.25,8.9,"Bretagne","001515855","13/01/2023 12:00"
1994.5,8.8,"Bretagne","001515855","13/01/2023 12:00"
1994.75,8.7,"Bretagne","001515855","13/01/2023 12:00"
1995,8.5,"Bretagne","001515855","13/01/2023 12:00"
1995.25,8.4,"Bretagne","001515855","13/01/2023 12:00"
1995.5,8.2,"Bretagne","001515855","13/01/2023 12:00"
1995.75,8.2,"Bretagne","001515855","13/01/2023 12:00"
1996,8.6,"Bretagne","001515855","13/01/2023 12:00"
1996.25,8.8,"Bretagne","001515855","13/01/2023 12:00"
1996.5,8.7,"Bretagne","001515855","13/01/2023 12:00"
1996.75,8.7,"Bretagne","001515855","13/01/2023 12:00"
1997,8.8,"Bretagne","001515855","13/01/2023 12:00"
1997.25,8.8,"Bretagne","001515855","13/01/2023 12:00"
1997.5,8.7,"Bretagne","001515855","13/01/2023 12:00"
1997.75,8.6,"Bretagne","001515855","13/01/2023 12:00"
1998,8.5,"Bretagne","001515855","13/01/2023 12:00"
1998.25,8.4,"Bretagne","001515855","13/01/2023 12:00"
1998.5,8.3,"Bretagne","001515855","13/01/2023 12:00"
1998.75,8.3,"Bretagne","001515855","13/01/2023 12:00"
1999,8.5,"Bretagne","001515855","13/01/2023 12:00"
1999.25,8.3,"Bretagne","001515855","13/01/2023 12:00"
1999.5,7.8,"Bretagne","001515855","13/01/2023 12:00"
1999.75,7.5,"Bretagne","001515855","13/01/2023 12:00"
2000,7.1,"Bretagne","001515855","13/01/2023 12:00"
2000.25,6.9,"Bretagne","001515855","13/01/2023 12:00"
2000.5,6.6,"Bretagne","001515855","13/01/2023 12:00"
2000.75,6.2,"Bretagne","001515855","13/01/2023 12:00"
2001,6,"Bretagne","001515855","13/01/2023 12:00"
2001.25,6.1,"Bretagne","001515855","13/01/2023 12:00"
2001.5,6.2,"Bretagne","001515855","13/01/2023 12:00"
2001.75,6.3,"Bretagne","001515855","13/01/2023 12:00"
2002,6.4,"Bretagne","001515855","13/01/2023 12:00"
2002.25,6.4,"Bretagne","001515855","13/01/2023 12:00"
2002.5,6.4,"Bretagne","001515855","13/01/2023 12:00"
2002.75,6.5,"Bretagne","001515855","13/01/2023 12:00"
2003,6.7,"Bretagne","001515855","13/01/2023 12:00"
2003.25,6.8,"Bretagne","001515855","13/01/2023 12:00"
2003.5,6.8,"Bretagne","001515855","13/01/2023 12:00"
2003.75,7,"Bretagne","001515855","13/01/2023 12:00"
2004,7.2,"Bretagne","001515855","13/01/2023 12:00"
2004.25,6.9,"Bretagne","001515855","13/01/2023 12:00"
2004.5,7,"Bretagne","001515855","13/01/2023 12:00"
2004.75,7,"Bretagne","001515855","13/01/2023 12:00"
2005,6.8,"Bretagne","001515855","13/01/2023 12:00"
2005.25,7,"Bretagne","001515855","13/01/2023 12:00"
2005.5,7.2,"Bretagne","001515855","13/01/2023 12:00"
2005.75,7.3,"Bretagne","001515855","13/01/2023 12:00"
2006,7.4,"Bretagne","001515855","13/01/2023 12:00"
2006.25,7.2,"Bretagne","001515855","13/01/2023 12:00"
2006.5,7.2,"Bretagne","001515855","13/01/2023 12:00"
2006.75,6.8,"Bretagne","001515855","13/01/2023 12:00"
2007,6.9,"Bretagne","001515855","13/01/2023 12:00"
2007.25,6.6,"Bretagne","001515855","13/01/2023 12:00"
2007.5,6.5,"Bretagne","001515855","13/01/2023 12:00"
2007.75,6.1,"Bretagne","001515855","13/01/2023 12:00"
2008,5.8,"Bretagne","001515855","13/01/2023 12:00"
2008.25,5.8,"Bretagne","001515855","13/01/2023 12:00"
2008.5,5.9,"Bretagne","001515855","13/01/2023 12:00"
2008.75,6.3,"Bretagne","001515855","13/01/2023 12:00"
2009,7,"Bretagne","001515855","13/01/2023 12:00"
2009.25,7.6,"Bretagne","001515855","13/01/2023 12:00"
2009.5,7.6,"Bretagne","001515855","13/01/2023 12:00"
2009.75,7.8,"Bretagne","001515855","13/01/2023 12:00"
2010,7.7,"Bretagne","001515855","13/01/2023 12:00"
2010.25,7.6,"Bretagne","001515855","13/01/2023 12:00"
2010.5,7.6,"Bretagne","001515855","13/01/2023 12:00"
2010.75,7.5,"Bretagne","001515855","13/01/2023 12:00"
2011,7.4,"Bretagne","001515855","13/01/2023 12:00"
2011.25,7.3,"Bretagne","001515855","13/01/2023 12:00"
2011.5,7.5,"Bretagne","001515855","13/01/2023 12:00"
2011.75,7.7,"Bretagne","001515855","13/01/2023 12:00"
2012,7.8,"Bretagne","001515855","13/01/2023 12:00"
2012.25,8.1,"Bretagne","001515855","13/01/2023 12:00"
2012.5,8.2,"Bretagne","001515855","13/01/2023 12:00"
2012.75,8.6,"Bretagne","001515855","13/01/2023 12:00"
2013,8.8,"Bretagne","001515855","13/01/2023 12:00"
2013.25,9,"Bretagne","001515855","13/01/2023 12:00"
2013.5,8.8,"Bretagne","001515855","13/01/2023 12:00"
2013.75,8.7,"Bretagne","001515855","13/01/2023 12:00"
2014,8.7,"Bretagne","001515855","13/01/2023 12:00"
2014.25,8.7,"Bretagne","001515855","13/01/2023 12:00"
2014.5,8.8,"Bretagne","001515855","13/01/2023 12:00"
2014.75,9,"Bretagne","001515855","13/01/2023 12:00"
2015,8.8,"Bretagne","001515855","13/01/2023 12:00"
2015.25,9,"Bretagne","001515855","13/01/2023 12:00"
2015.5,8.9,"Bretagne","001515855","13/01/2023 12:00"
2015.75,8.9,"Bretagne","001515855","13/01/2023 12:00"
2016,8.9,"Bretagne","001515855","13/01/2023 12:00"
2016.25,8.7,"Bretagne","001515855","13/01/2023 12:00"
2016.5,8.4,"Bretagne","001515855","13/01/2023 12:00"
2016.75,8.6,"Bretagne","001515855","13/01/2023 12:00"
2017,8.1,"Bretagne","001515855","13/01/2023 12:00"
2017.25,8,"Bretagne","001515855","13/01/2023 12:00"
2017.5,8,"Bretagne","001515855","13/01/2023 12:00"
2017.75,7.5,"Bretagne","001515855","13/01/2023 12:00"
2018,7.7,"Bretagne","001515855","13/01/2023 12:00"
2018.25,7.6,"Bretagne","001515855","13/01/2023 12:00"
2018.5,7.5,"Bretagne","001515855","13/01/2023 12:00"
2018.75,7.3,"Bretagne","001515855","13/01/2023 12:00"
2019,7.3,"Bretagne","001515855","13/01/2023 12:00"
2019.25,7,"Bretagne","001515855","13/01/2023 12:00"
2019.5,7,"Bretagne","001515855","13/01/2023 12:00"
2019.75,6.8,"Bretagne","001515855","13/01/2023 12:00"
2020,6.6,"Bretagne","001515855","13/01/2023 12:00"
2020.25,6.3,"Bretagne","001515855","13/01/2023 12:00"
2020.5,7.6,"Bretagne","001515855","13/01/2023 12:00"
2020.75,6.6,"Bretagne","001515855","13/01/2023 12:00"
2021,6.7,"Bretagne","001515855","13/01/2023 12:00"
2021.25,6.5,"Bretagne","001515855","13/01/2023 12:00"
2021.5,6.5,"Bretagne","001515855","13/01/2023 12:00"
2021.75,5.9,"Bretagne","001515855","13/01/2023 12:00"
2022,5.8,"Bretagne","001515855","13/01/2023 12:00"
2022.25,5.9,"Bretagne","001515855","13/01/2023 12:00"
2022.5,6,"Bretagne","001515855","13/01/2023 12:00"
1982,8.1,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1982.25,8.2,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1982.5,8.5,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1982.75,8.7,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1983,8.8,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1983.25,8.8,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1983.5,8.8,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1983.75,9.1,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1984,9.8,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1984.25,10,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1984.5,10,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1984.75,10.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1985,10.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1985.25,10.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
